invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-58798300004,2023-05-25,5676,FAMILY PANTRY,4538 LOWER BEAVER RD,DES MOINES,50310.0,POINT(-93.666318 41.638620981),,POLK,1081600,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,8,50,6.38,9.57,1,9.57,0.05,0.01
INV-26697600002,2020-04-21,3784,HARTIG DRUG #14 / INDEPENDENCE,200  1ST ST EAST,INDEPENDENCE,50644.0,POINT(-91.893016 42.468721),10,BUCHANAN,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-36717100116,2021-05-18,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158.0,POINT(-92.912817 42.039205),64,MARSHALL,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-37667300028,2021-06-21,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804.0,,82,SCOTT,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-21716300003,2019-09-05,3525,WINES AND SPIRITS,106 W 2ND ST,WASHINGTON,52353.0,POINT(-91.692214 41.300399),92,WASHINGTON,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-38333900040,2021-07-14,2611,HY-VEE DRUGSTORE / OTTUMWA,1140 NORTH JEFFERSON ST,OTTUMWA,52501.0,POINT(-92.401538 41.026754),90,WAPELLO,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-27666600014,2020-06-02,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647.0,POINT(-92.462826 42.537839),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-36158400048,2021-04-27,3932,MAIN STREET SPIRITS / MAPLETON,311 MAIN ST,MAPLETON,51034.0,POINT(-95.79375 42.165915),67,MONONA,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27469,BIRD DOG BLACKBERRY MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-73209600017,2024-08-14,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.698522983 42.029484381),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27543,RED STAG BLACK CHERRY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-74913600038,2024-10-03,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.60966 41.97553),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27543,RED STAG BLACK CHERRY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-40980100013,2021-10-14,4446,QUIK TRIP #513 / URBANDALE,4600 MERLE HAY RD,URBANDALE,50322.0,POINT(-93.697999 41.644296),77,POLK,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-71714900004,2024-06-29,4318,FAREWAY STORES #841 / RED OAK,811 BROADWAY,RED OAK,51566.0,POINT(-95.234027009 41.012444995),,MONTGOMERY,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-73110000011,2024-08-11,5507,QUIK TRIP #559 / FLEUR,4021 FLEUR DR,DES MOINES,50321.0,POINT(-93.644018031 41.547779004),,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-21131400024,2019-08-09,4377,QUIK TRIP #562 / NE 14TH / DSM,4801 NE 14TH ST,DES MOINES,50313.0,POINT(-93.600266 41.648602),77,POLK,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-20388500049,2019-07-03,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-44256800047,2022-01-31,4617,LICKETY LIQUOR,2501 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.570488 41.607818),77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-57457700012,2023-04-12,6308,LIQUOR LAND / AMES,4518 MORTENSEN ROAD,AMES,50014.0,POINT(-93.679602981 42.0110540010001),,STORY,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-65952900025,2024-01-04,5651,SUPER QUICK MART / WINDSOR HEIGHTS,7690 HICKMAN RD,WINDSOR HEIGHTS,50324.0,POINT(-93.722437021 41.614007019),,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-21559800008,2019-08-28,2596,HY-VEE OTTUMWA#2,2453 NORTH COURT,OTTUMWA,52501.0,POINT(-92.408085 41.049854),90,WAPELLO,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-33111700015,2020-12-30,5892,GARNER FOODS / FT MADISON,2236 AVE L,FORT MADISON,52627.0,POINT(-91.337828 40.627164),56,LEE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-25748400003,2020-03-10,5520,RIVERSIDE TRAVEL MART,3070 HWY 22 E,RIVERSIDE,52327.0,POINT(-91.546885 41.488516),92,WASHINGTON,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-31543100002,2020-10-30,4106,HARTIG DRUG COMPANY #3/JFK,2255 JOHN F KENNEDY RD,DUBUQUE,52002.0,POINT(-90.720518 42.511352),31,DUBUQUE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-30332000008,2020-09-18,5507,QUIK TRIP #559 / FLEUR,4021 FLEUR DR,DES MOINES,50321.0,POINT(-93.644902 41.54787),77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-22873700017,2019-10-29,4888,CIRCLE S BLUFF STOP,302 1ST ST,SERGEANT BLUFF,51054.0,POINT(-96.361378 42.400333),97,WOODBURY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-26167200070,2020-03-27,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125.0,,91,WARREN,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-27840300004,2020-06-09,5599,KWIK STOP 4,515 BROADWAY ST,WATERLOO,50703.0,POINT(-92.345106 42.510792),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-38385400009,2021-07-15,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORDO,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-33164800010,2020-12-31,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.544906 41.629026),77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-33318100061,2021-01-08,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138.0,,63,MARION,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-44468200004,2022-02-04,3465,HOMETOWN FOODS / PANORA,601 E MAIN,PANORA,50216.0,POINT(-94.357201 41.69182),39,GUTHRIE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-40778200004,2021-10-07,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORDO,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-49012200036,2022-07-08,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT(-93.65074 42.021461),85,STORY,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-75493400007,2024-10-18,5507,QUIK TRIP #559 / FLEUR,4021 FLEUR DR,DES MOINES,50321.0,POINT(-93.64391 41.54764),,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-31138100040,2020-10-19,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012.0,POINT(-95.547298 42.749597),18,CHEROKEE,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-35543600054,2021-04-02,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,1011  13TH ST NORTH,HUMBOLDT,50548.0,POINT(-94.227116 42.733221),46,HUMBOLDT,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-33060400104,2020-12-28,5645,PHILLIPS 66 / GRINNELL,1031 WEST ST,GRINNELL,50112.0,POINT(-92.727379 41.745903),79,POWESHIEK,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-27852200011,2020-06-09,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-36750800053,2021-05-18,5941,PRIME MART - CEDAR FALLS,2728 CENTER ST,CEDAR FALLS,50613.0,POINT(-92.455972 42.561054),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-36186100016,2021-04-28,5845,CASEY'S GENERAL STORE #3827- ANKENY,3605 NW IRVINEDALE DRIVE,ANKENY,50023.0,POINT(-93.638982 41.759957),77,POLK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,1,9.0,0.05,0.01
INV-47848200002,2022-05-27,5050,FAREWAY STORES #147 / CARLISLE,"1115, BLUESTEM DR",CARLISLE,50047.0,POINT(-93.499631 41.497945),91,WARREN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,27777,DR. HONEY WHISKEY MINI,12,50,5.0,7.5,1,7.5,0.05,0.01
INV-61395100013,2023-08-18,5210,DING'S HONK'N HOLLER,"900, E  WASHINGTON  ST",CLARINDA,51632.0,POINT(-95.027259036 40.739415018),,PAGE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-29905500017,2020-09-01,5727,ONE STOP SHOP #4 - DENISON,306 NORTH 7TH STREET,DENISON,51442.0,POINT(-95.36107 42.020388),24,CRAWFORD,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-51245600019,2022-09-15,6256,821 SQ LIQUOR / DES MOINES,821 EAST EUCLID AVENUE,DES MOINES,50316,POINT(-93.607565 41.627722),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-22526800046,2019-10-14,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,1504 PARK AVE,MUSCATINE,52761.0,POINT(-91.030569 41.442458),70,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-44086900014,2022-01-25,5358,KUM & GO #1056/ BEVINGTON,101 E IA HWY 92,BEVINGTON,50033.0,POINT(-93.790419 41.360431),91,WARREN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-54670100037,2023-01-05,5684,FIVE CORNERS LIQUOR & WINE,809 E 18TH ST,CEDAR FALLS,50613,POINT(-92.43686 42.52138),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-76451000008,2024-11-14,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.42917 42.51229),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-34162200027,2021-02-09,5001,THE MUSIC STATION / INDEPENDENCE,709 FIRST ST W,INDEPENDENCE,50644.0,POINT(-91.901687 42.468633),10,BUCHANAN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-32179400023,2020-11-24,4355,KUM & GO #124 / STORY CITY,1554 BROAD ST,STORY CITY,50248.0,POINT(-93.57573 42.187733),85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-20360500020,2019-07-02,4456,KUM & GO #53 / IOWA CITY,955 MORMAN TREK BLVD,IOWA CITY,52246,POINT(-91.574075 41.649946),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-23324300040,2019-11-19,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-61945900006,2023-09-06,5504,NEIGHBORHOOD MART,2102 LAFAYETTE ST,WATERLOO,50703.0,POINT(-92.314291034 42.489531004),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-68023600022,2024-03-07,10292,PRIME MART / CEDAR FALLS,2728 CENTER STREET,CEDAR FALLS,50613.0,POINT(-92.456653971 42.561117989),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-35371600062,2021-03-26,3514,KAREN'S SPIRITS AND WINE,328  2ND AVE S,FORT DODGE,50501.0,POINT(-94.192501 42.502311),94,WEBSTER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-56286100058,2023-03-01,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,POINT(-92.8993 41.39695),,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-23805600119,2019-12-10,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201.0,POINT(-95.854899 43.184242),71,O'BRIEN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-36522700033,2021-05-11,5086,"CENTRAL MART I, LLC.","2501, FLOYD BLVD",SIOUX CITY,51106.0,POINT(-96.385071 42.515989),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-32377500007,2020-12-02,5489,CASEY'S GENERAL STORE #1550 / WINFIELD,201 N LOCUST,WINFIELD,52659.0,POINT(-91.43791 41.129927),44,HENRY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-36914300055,2021-05-25,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761.0,POINT(-91.04437 41.426615),70,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-34539100010,2021-02-23,5510,KUM & GO #1443 / WILLIAMSBURG,2177 M AVE,WILLIAMSBURG,52361.0,POINT(-92.066146 41.690903),48,IOWA,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-50787700018,2022-08-30,6135,KIRKWOOD LIQUOR AND TOBACCO / IOWA CITY,300 KIRKWOOD AVE,IOWA CITY,52240,POINT(-91.531628 41.649432),,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-45966500010,2022-03-28,6000,PORTERS CONVENIENCE 66 / CLINTON,1512 LINCOLN WAY,CLINTON,52732.0,POINT(-90.221831 41.817449),23,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-36004200058,2021-04-21,3917,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,1606 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.599037 41.538254),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-24051500025,2019-12-20,4392,KUM & GO #156 / CLIVE,15600 HICKMAN RD,CLIVE,50325.0,POINT(-93.834209 41.614732),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-36258400024,2021-04-30,5253,THE CORNER STORE,"4200, LEWIS ACCESS RD",CENTER POINT,52213.0,POINT(-91.774711 42.181816),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-40762300005,2021-10-07,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-47006300016,2022-04-29,4271,FAREWAY STORES #827 / CENTERVILLE,305 S 18TH ST,CENTERVILLE,52544,POINT(-92.86793 40.731138),4,APPANOOSE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-72619100010,2024-07-26,6130,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,1724 5TH AVE S,FORT DODGE,50501.0,POINT(-94.17388004 42.501306991),,WEBSTER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-29593500020,2020-08-19,4743,FAMILY FARE #791,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503.0,POINT(-95.818775 41.24394),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-44571100023,2022-02-09,4609,KUM & GO #579 / ANKENY,165 SW MAGAZINE RD,ANKENY,50023.0,POINT(-93.602007 41.717286),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-53592200049,2022-12-02,6140,ROYAL FOOD & LIQUOR / DES MOINES,1443 2ND AVE,DES MOINES,50314,POINT(-93.61979 41.60523),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-27305100003,2020-05-18,4887,KUM & GO #66 / WEST DES MOINES,5308 UNIVERSITY AVE,WEST DES MOINES,50266.0,POINT(-93.778685 41.60046),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-66539300007,2024-01-23,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105.0,POINT(-96.405478025 42.504736992),,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-22158600029,2019-09-26,4368,KUM & GO #570 / JOHNSTON,5800 NORTHGLEN DR,JOHNSTON,50131.0,POINT(-93.698308 41.682764),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-62267500011,2023-09-14,2679,HY-VEE FAST & FRESH/ALTOONA,3950 PRARIE FIRE NW,ALTOONA,50009.0,POINT(-93.509255971 41.651297981),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-28432600115,2020-07-01,2653,HY-VEE WINE AND SPIRITS / WASHINGTON,1004 W MADISON ST,WASHINGTON,52353.0,POINT(-91.704567 41.296576),92,WASHINGTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-45255300061,2022-03-03,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010.0,POINT(-93.65074 42.021461),85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-33869100014,2021-01-28,4368,KUM & GO #570 / JOHNSTON,5800 NORTHGLEN DR,JOHNSTON,50131.0,POINT(-93.698308 41.682764),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-43479100065,2022-01-03,2678,HY-VEE FAST & FRESH / DAVENPORT,3200 E KIMBERLY RD.,DAVENPORT,52807.0,POINT(-90.527278 41.553879),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-67046100013,2024-02-08,4793,FORT MADISON FAST BREAK,5002 AVENUE O,FORT MADISON,52627.0,POINT(-91.377328034 40.623500003),,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-25519600044,2020-02-28,2506,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601.0,POINT(-91.136655 40.814666),29,DES MOINES,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
